Candidate_ID,Age,Gender,Nationality,Education_Level,University_Ranking,Field_of_Study,Years_of_Experience,Technical_Skills_Score,Communication_Score,Interview_Score,Assessment_Test_Score,Internship_Experience,Previous_Company_Tier,Expected_Salary,Willing_to_Relocate,Visa_Status,English_Proficiency,Leadership_Experience,Certifications_Count,Application_Source,Referral_Status,HR_Rating,Manager_Rating,Final_Hiring_Decision
TLB2691,24,Female,Pakistani,Bachelor's,327,Business,3,48.0,53.6,72.6,81.8,No,None,11900,Yes,Citizen,Fluent,No,3,LinkedIn,Not Referred,4.1,2.9,Hired
TLB2692,27,Male,Indian,Bachelor's,333,Hospitality,2,57.3,82.9,80.2,67.4,No,Tier 2,4100,Yes,UAE Resident,Intermediate,Yes,5,LinkedIn,Not Referred,2.4,1.0,Hired
TLB2693,31,Female,Pakistani,High School,305,Business,8,68.3,54.4,52.0,43.7,Yes,Tier 2,14200,Yes,Work Visa,Intermediate,Yes,6,Walk-in,Not Referred,3.6,3.5,Hired
TLB2694,27,Female,American,High School,205,Business,4,67.6,63.6,52.9,47.8,Yes,None,5200,No,UAE Resident,Native,No,3,Company Website,Not Referred,3.2,3.6,Rejected
TLB2695,21,Female,Egyptian,Master's,457,Business,9,83.4,36.3,53.8,65.9,No,Startup,5300,Yes,Visit Visa,Intermediate,Yes,5,Referral,Referred,1.5,2.8,Rejected
TLB2696,31,Male,Indian,Bachelor's,373,Logistics,1,61.4,64.4,73.8,70.8,No,Tier 3,6100,No,Work Visa,Intermediate,No,0,Walk-in,Not Referred,3.5,1.9,Hired
TLB2697,35,Female,Indian,Bachelor's,366,Hospitality,3,58.0,52.7,74.0,48.0,Yes,Tier 2,11300,No,UAE Resident,Intermediate,No,1,Referral,Referred,4.1,2.7,Rejected
TLB2698,36,Male,Other,Bachelor's,374,Marketing,5,83.7,83.1,54.7,74.2,Yes,Tier 3,7700,No,Visit Visa,Intermediate,Yes,2,Job Portal,Not Referred,4.3,3.9,Hired
TLB2699,33,Male,American,Bachelor's,619,Logistics,7,79.7,56.3,91.9,40.5,No,None,5500,Yes,UAE Resident,Intermediate,No,5,Job Portal,Not Referred,3.2,2.8,Rejected
TLB2700,34,Female,Emirati,Bachelor's,95,Logistics,9,61.8,77.4,70.7,27.7,Yes,Startup,13700,Yes,Work Visa,Fluent,No,1,Referral,Referred,3.8,3.1,Hired
TLB2701,35,Female,British,Bachelor's,215,Engineering,3,69.4,66.7,68.6,52.7,Yes,None,11900,No,Citizen,Fluent,No,0,Job Portal,Not Referred,3.6,2.8,Hired
TLB2702,30,Male,Emirati,Bachelor's,232,Hospitality,8,57.9,69.5,64.3,84.2,No,None,15400,Yes,Work Visa,Fluent,Yes,4,Walk-in,Not Referred,2.7,3.4,Hired
TLB2703,20,Male,Emirati,Bachelor's,551,Business,0,47.6,74.3,79.1,86.3,No,Tier 3,8700,No,Work Visa,Intermediate,Yes,3,LinkedIn,Not Referred,2.6,2.0,Rejected
TLB2704,36,Female,Egyptian,Bachelor's,225,Engineering,8,98.0,67.4,72.1,42.7,No,Tier 3,11700,No,UAE Resident,Fluent,Yes,3,LinkedIn,Not Referred,3.2,2.9,Rejected
TLB2705,24,Female,Pakistani,Bachelor's,141,Computer Science,0,56.9,60.2,91.6,43.7,Yes,Startup,15600,No,UAE Resident,Native,Yes,3,Job Portal,Not Referred,3.0,4.0,Hired
TLB2706,23,Male,Pakistani,Bachelor's,278,Engineering,6,69.4,58.3,51.2,75.7,No,None,6100,No,UAE Resident,Intermediate,No,7,Referral,Referred,3.3,2.4,Hired
TLB2707,23,Female,Other,Bachelor's,320,Marketing,8,42.3,74.1,46.9,58.8,No,Startup,9000,No,UAE Resident,Fluent,No,0,Company Website,Not Referred,2.9,2.9,Rejected
TLB2708,44,Male,American,High School,539,Computer Science,8,76.0,45.2,57.4,84.1,No,Tier 1,16500,Yes,UAE Resident,Fluent,Yes,4,LinkedIn,Not Referred,3.3,3.9,Hired
TLB2709,32,Male,Emirati,High School,224,Engineering,0,46.9,88.1,74.2,75.4,No,None,12100,No,Work Visa,Intermediate,Yes,6,Job Portal,Not Referred,2.5,3.7,Hired
TLB2710,23,Female,Filipino,Bachelor's,162,Finance,3,90.2,69.6,61.4,77.8,Yes,Startup,11300,Yes,Work Visa,Intermediate,No,6,Job Portal,Not Referred,4.3,3.5,Hired
TLB2711,25,Female,British,Master's,118,Finance,7,92.0,64.0,83.5,53.5,Yes,None,11800,No,UAE Resident,Intermediate,Yes,0,Walk-in,Not Referred,1.9,3.4,Hired
TLB2712,29,Male,Filipino,Bachelor's,231,Computer Science,7,73.5,71.2,61.9,71.2,No,Tier 3,17500,No,Work Visa,Fluent,Yes,2,Referral,Referred,3.1,3.4,Rejected
TLB2713,33,Male,Other,Master's,812,Computer Science,5,66.7,60.9,81.1,93.2,No,Tier 3,11900,Yes,Citizen,Intermediate,No,7,Walk-in,Not Referred,3.1,2.9,Hired
TLB2714,31,Male,Egyptian,Master's,376,Business,0,62.2,65.9,56.2,67.0,No,Startup,12200,Yes,UAE Resident,Basic,No,6,Company Website,Not Referred,3.1,4.0,Hired
TLB2715,24,Female,Indian,High School,419,Logistics,9,64.3,54.4,82.4,64.4,No,Startup,11900,No,Work Visa,Fluent,Yes,7,Company Website,Not Referred,2.6,2.7,Hired
TLB2716,31,Male,Indian,High School,299,Logistics,9,71.1,72.5,84.8,58.9,Yes,Tier 1,4700,Yes,UAE Resident,Native,No,5,Company Website,Not Referred,2.1,2.3,Hired
TLB2717,26,Male,British,Bachelor's,327,Business,5,66.3,67.1,59.7,42.6,No,Tier 3,14300,No,Work Visa,Fluent,No,0,Referral,Referred,3.4,2.0,Hired
TLB2718,36,Female,Other,High School,457,Finance,5,79.7,70.2,73.4,49.6,Yes,Startup,8300,Yes,Work Visa,Intermediate,No,7,Company Website,Not Referred,3.1,2.6,Hired
TLB2719,30,Male,Emirati,Bachelor's,412,Marketing,6,51.2,85.8,70.5,52.5,No,None,6300,Yes,UAE Resident,Fluent,Yes,6,LinkedIn,Not Referred,3.5,2.6,Hired
TLB2720,25,Male,Indian,High School,369,Other,10,87.9,58.3,73.7,42.0,No,Tier 1,4100,No,UAE Resident,Fluent,No,5,Referral,Referred,2.0,2.5,Hired
TLB2721,34,Male,Egyptian,Master's,303,Computer Science,5,58.7,66.5,83.7,43.4,No,Tier 2,5100,Yes,Citizen,Fluent,No,0,Job Portal,Not Referred,4.4,2.2,Rejected
TLB2722,32,Female,Emirati,Bachelor's,229,Marketing,4,53.8,48.2,79.7,30.7,No,Tier 3,3000,No,UAE Resident,Basic,No,7,LinkedIn,Not Referred,3.1,3.4,Hired
TLB2723,27,Male,Emirati,Master's,384,Marketing,6,70.4,74.6,73.7,54.0,No,Tier 2,7400,Yes,Work Visa,Fluent,No,7,Job Portal,Not Referred,1.1,2.3,Rejected
TLB2724,34,Male,Other,Master's,316,Business,4,71.4,67.8,75.6,74.5,Yes,Tier 1,10000,No,Work Visa,Fluent,No,6,Referral,Referred,3.3,3.5,Rejected
TLB2725,33,Male,British,Bachelor's,726,Computer Science,5,38.9,68.2,50.5,60.6,No,Tier 3,16800,No,UAE Resident,Basic,No,2,LinkedIn,Not Referred,2.9,3.7,Rejected
TLB2726,37,Female,Other,Master's,510,Computer Science,0,57.8,66.1,66.5,60.6,No,Tier 3,12300,No,Work Visa,Fluent,No,7,Company Website,Not Referred,2.4,5.0,Rejected
TLB2727,34,Female,Egyptian,PhD,165,Engineering,6,32.4,61.1,52.7,75.7,Yes,Tier 3,13100,Yes,Work Visa,Intermediate,Yes,0,LinkedIn,Not Referred,4.1,2.7,Hired
TLB2728,28,Male,Indian,Bachelor's,66,Finance,9,54.9,98.0,66.8,88.6,Yes,Tier 2,17800,Yes,UAE Resident,Native,Yes,4,Walk-in,Not Referred,3.9,3.0,Hired
TLB2729,20,Male,Other,Bachelor's,220,Finance,8,55.5,68.5,81.5,96.8,No,None,3000,Yes,Citizen,Fluent,Yes,6,Walk-in,Not Referred,3.4,2.5,Rejected
TLB2730,31,Female,Indian,Bachelor's,83,Business,8,69.5,71.6,66.9,67.0,Yes,Tier 3,13800,No,UAE Resident,Native,Yes,1,Referral,Referred,3.3,2.2,Hired
TLB2731,32,Male,Indian,Bachelor's,208,Logistics,4,53.2,54.3,34.4,61.1,No,Startup,13400,Yes,Work Visa,Fluent,No,7,Referral,Referred,3.6,2.8,Hired
TLB2732,30,Male,Other,Bachelor's,106,Engineering,5,56.7,78.6,53.4,59.2,Yes,Tier 2,15700,Yes,UAE Resident,Fluent,No,4,LinkedIn,Not Referred,2.1,2.5,Rejected
TLB2733,20,Male,Egyptian,Bachelor's,234,Other,9,84.6,66.5,74.6,73.3,No,None,3900,Yes,UAE Resident,Intermediate,Yes,1,Job Portal,Not Referred,3.3,2.2,Hired
TLB2734,34,Male,Other,Bachelor's,236,Computer Science,8,96.0,73.3,60.0,62.8,No,None,9400,Yes,Work Visa,Fluent,No,7,LinkedIn,Not Referred,4.1,3.3,Hired
TLB2735,24,Male,Indian,Master's,329,Logistics,10,51.2,78.8,77.2,62.9,No,Tier 2,7800,No,Work Visa,Fluent,No,1,Walk-in,Not Referred,3.9,2.2,Hired
TLB2736,34,Male,Other,Bachelor's,258,Other,2,80.3,66.8,51.3,63.8,No,Startup,6200,Yes,UAE Resident,Intermediate,No,7,Walk-in,Not Referred,2.5,3.6,Hired
TLB2737,40,Male,Filipino,Bachelor's,119,Logistics,2,70.8,59.9,72.0,51.8,Yes,Startup,22400,Yes,Work Visa,Basic,No,7,LinkedIn,Not Referred,3.3,3.8,Rejected
TLB2738,28,Male,Egyptian,Bachelor's,542,Logistics,3,38.9,40.1,72.6,32.3,No,Tier 3,9500,Yes,Work Visa,Fluent,Yes,7,Company Website,Not Referred,2.4,2.4,Rejected
TLB2739,32,Female,Other,Master's,380,Engineering,1,53.1,63.4,77.3,55.6,Yes,Startup,16200,Yes,UAE Resident,Native,No,2,Referral,Referred,3.3,4.2,Rejected
TLB2740,30,Male,Indian,Master's,191,Finance,0,20.0,59.8,58.5,85.4,Yes,Tier 2,15200,Yes,Visit Visa,Native,Yes,3,Company Website,Not Referred,2.7,3.4,Rejected
TLB2741,33,Male,Egyptian,High School,122,Marketing,6,69.9,54.3,77.1,84.7,No,Tier 3,5500,No,Work Visa,Intermediate,No,6,LinkedIn,Not Referred,2.6,3.0,Rejected
TLB2742,30,Female,Filipino,Master's,6,Engineering,6,48.8,85.4,86.6,78.2,No,None,9600,No,Work Visa,Intermediate,No,6,Job Portal,Not Referred,3.5,1.7,Hired
TLB2743,26,Male,British,Bachelor's,1,Other,5,67.0,79.8,37.5,58.1,No,Tier 2,12300,No,Visit Visa,Fluent,Yes,1,LinkedIn,Not Referred,2.7,1.7,Hired
TLB2744,24,Female,Other,Master's,509,Business,6,100.0,46.0,67.7,53.9,No,Tier 1,13800,Yes,Work Visa,Native,Yes,3,Job Portal,Not Referred,2.6,4.4,Hired
TLB2745,39,Male,Egyptian,Bachelor's,488,Engineering,0,88.9,69.8,43.5,87.7,No,Tier 1,13500,No,Citizen,Fluent,No,3,Referral,Referred,3.4,4.2,Hired
TLB2746,32,Female,Emirati,Bachelor's,183,Other,3,53.5,58.2,55.8,49.8,No,None,19900,Yes,Visit Visa,Intermediate,Yes,5,Company Website,Not Referred,2.2,4.4,Rejected
TLB2747,34,Male,Indian,Master's,573,Business,3,49.9,72.4,56.9,65.6,No,Tier 2,16100,No,UAE Resident,Fluent,Yes,6,Walk-in,Not Referred,3.0,4.6,Hired
TLB2748,32,Male,Other,Master's,423,Computer Science,5,84.4,58.4,66.1,88.7,Yes,Tier 2,15000,No,UAE Resident,Native,No,3,Job Portal,Not Referred,2.1,4.2,Rejected
TLB2749,35,Male,Other,Master's,340,Business,0,49.9,61.5,71.9,66.7,No,Startup,16400,No,Citizen,Fluent,No,7,Company Website,Not Referred,2.3,3.3,Hired
TLB2750,24,Male,Other,Bachelor's,472,Hospitality,1,79.9,79.6,78.8,60.9,Yes,Startup,18100,No,Citizen,Intermediate,No,2,Referral,Referred,4.0,3.5,Rejected
TLB2751,30,Male,Emirati,Master's,423,Logistics,3,100.0,77.8,70.4,81.2,Yes,Tier 3,9200,Yes,UAE Resident,Basic,Yes,6,Referral,Referred,2.9,2.6,Rejected
TLB2752,33,Female,Indian,Bachelor's,330,Computer Science,8,75.1,86.1,75.8,66.0,No,None,4900,No,UAE Resident,Fluent,Yes,3,Referral,Referred,2.7,3.3,Rejected
TLB2753,37,Female,Egyptian,Master's,251,Finance,5,82.8,65.4,53.0,67.7,No,Tier 1,9300,Yes,UAE Resident,Basic,Yes,0,Walk-in,Not Referred,3.8,3.7,Hired
TLB2754,46,Male,Egyptian,Master's,278,Marketing,8,81.0,50.5,80.7,86.2,Yes,Tier 3,5800,Yes,Citizen,Fluent,Yes,2,LinkedIn,Not Referred,4.3,3.7,Hired
TLB2755,32,Female,Emirati,Bachelor's,1,Finance,4,56.6,79.1,24.2,29.4,No,Tier 3,7600,No,Citizen,Intermediate,Yes,6,Referral,Referred,3.4,3.0,Rejected
TLB2756,26,Female,Filipino,Bachelor's,139,Finance,5,69.4,79.1,86.8,70.0,Yes,Tier 2,12400,No,Visit Visa,Intermediate,No,3,Job Portal,Not Referred,3.9,1.5,Rejected
TLB2757,22,Female,Indian,Bachelor's,660,Other,6,50.7,75.5,84.5,54.3,No,None,9500,No,UAE Resident,Intermediate,Yes,6,Referral,Referred,2.8,1.9,Hired
TLB2758,24,Female,Pakistani,Bachelor's,134,Business,4,84.3,59.1,76.8,62.1,No,Tier 3,14900,No,Citizen,Native,Yes,5,Job Portal,Not Referred,3.2,3.5,Hired
TLB2759,25,Female,Indian,Bachelor's,1,Business,2,48.7,55.2,96.0,66.6,No,Tier 2,13400,No,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,3.2,2.7,Hired
TLB2760,20,Male,Emirati,Bachelor's,480,Marketing,0,75.5,74.4,43.6,55.5,Yes,Tier 1,13600,No,UAE Resident,Intermediate,No,1,LinkedIn,Not Referred,3.4,3.6,Hired
TLB2761,25,Female,Emirati,Bachelor's,349,Engineering,2,82.0,57.4,77.1,68.2,Yes,Tier 1,6300,No,UAE Resident,Intermediate,No,5,Company Website,Not Referred,3.9,2.1,Hired
TLB2762,34,Female,Other,Bachelor's,360,Engineering,7,57.6,64.3,68.8,70.4,Yes,None,8100,Yes,Work Visa,Fluent,Yes,5,Company Website,Not Referred,2.2,4.2,Hired
TLB2763,30,Male,Egyptian,Bachelor's,268,Computer Science,9,54.2,100.0,70.2,67.8,No,Tier 2,3400,Yes,Work Visa,Intermediate,Yes,2,Walk-in,Not Referred,2.6,2.3,Hired
TLB2764,28,Male,Other,Master's,482,Computer Science,2,62.5,93.5,51.9,66.6,Yes,None,14600,Yes,UAE Resident,Fluent,No,0,Referral,Referred,2.9,4.3,Hired
TLB2765,20,Male,Pakistani,Bachelor's,605,Other,0,51.6,77.5,72.1,63.4,Yes,Tier 1,20600,Yes,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,2.5,1.9,Hired
TLB2766,36,Female,Pakistani,Bachelor's,195,Computer Science,8,67.3,60.1,71.5,63.6,No,None,12800,No,Visit Visa,Intermediate,Yes,0,Referral,Referred,3.4,3.6,Hired
TLB2767,33,Male,Indian,Master's,426,Marketing,5,51.2,59.3,58.0,66.1,Yes,None,13200,No,UAE Resident,Fluent,No,6,Referral,Referred,3.4,2.4,Hired
TLB2768,29,Female,Filipino,PhD,523,Hospitality,0,52.3,76.6,66.1,51.8,Yes,Tier 1,9600,No,UAE Resident,Fluent,No,1,Company Website,Not Referred,3.2,3.1,Hired
TLB2769,20,Female,Indian,Bachelor's,184,Computer Science,0,73.2,86.0,49.9,82.8,Yes,Tier 1,11000,Yes,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,2.9,4.0,Hired
TLB2770,27,Female,Egyptian,High School,601,Business,1,74.3,61.9,61.9,63.7,No,None,17700,No,UAE Resident,Basic,No,1,Company Website,Not Referred,4.1,3.8,Hired
TLB2771,32,Male,British,Bachelor's,523,Engineering,3,60.6,62.5,79.5,59.4,No,Tier 1,12400,No,UAE Resident,Fluent,Yes,7,Walk-in,Not Referred,3.4,2.4,Hired
TLB2772,29,Female,American,PhD,51,Engineering,0,40.3,69.1,79.8,70.5,Yes,Tier 2,14900,Yes,Work Visa,Fluent,Yes,6,Referral,Referred,3.1,2.6,Hired
TLB2773,31,Female,Indian,Master's,618,Business,7,82.6,51.3,77.0,63.4,No,None,17900,Yes,UAE Resident,Fluent,Yes,7,Company Website,Not Referred,3.2,1.8,Hired
TLB2774,34,Male,Pakistani,Master's,62,Finance,2,58.3,51.7,79.5,82.4,Yes,None,17000,No,UAE Resident,Native,Yes,6,LinkedIn,Not Referred,3.7,1.7,Hired
TLB2775,30,Female,Indian,Master's,162,Business,5,95.9,53.9,79.7,77.5,Yes,Startup,12100,Yes,Visit Visa,Native,Yes,0,Job Portal,Not Referred,3.3,2.4,Hired
TLB2776,33,Male,Emirati,Bachelor's,436,Computer Science,13,63.0,74.6,58.6,66.3,Yes,None,12500,No,UAE Resident,Native,No,5,LinkedIn,Not Referred,2.6,2.4,Hired
TLB2777,24,Female,Egyptian,Bachelor's,508,Computer Science,5,67.0,71.3,71.4,78.1,Yes,Tier 3,10300,No,Visit Visa,Native,No,3,Company Website,Not Referred,4.4,1.9,Rejected
TLB2778,22,Male,Pakistani,Master's,319,Business,4,58.5,81.6,81.1,68.3,No,Startup,14200,Yes,UAE Resident,Intermediate,Yes,5,Referral,Referred,3.5,2.9,Hired
TLB2779,32,Male,Egyptian,Master's,174,Engineering,4,68.7,47.2,49.1,48.8,Yes,Tier 2,10100,Yes,Citizen,Fluent,No,5,LinkedIn,Not Referred,2.4,3.1,Hired
TLB2780,34,Male,Emirati,Bachelor's,247,Other,7,100.0,49.8,49.0,77.5,Yes,Startup,13600,Yes,UAE Resident,Fluent,No,5,Referral,Referred,1.9,3.1,Rejected
TLB2781,33,Male,Other,Bachelor's,224,Computer Science,6,59.8,73.5,48.3,38.4,Yes,Startup,16700,Yes,Work Visa,Intermediate,Yes,5,LinkedIn,Not Referred,3.7,2.5,Hired
TLB2782,30,Male,Other,Bachelor's,468,Marketing,1,84.1,57.5,43.8,20.0,Yes,Tier 3,4400,No,Work Visa,Native,Yes,6,Job Portal,Not Referred,4.1,2.6,Hired
TLB2783,28,Female,Pakistani,PhD,218,Marketing,3,66.4,58.4,53.3,74.8,No,None,3600,Yes,Work Visa,Fluent,Yes,6,LinkedIn,Not Referred,3.5,2.8,Hired
TLB2784,31,Male,American,Bachelor's,169,Finance,2,82.6,80.2,60.2,71.2,Yes,Tier 3,11800,Yes,Visit Visa,Basic,No,4,Walk-in,Not Referred,3.6,3.8,Hired
TLB2785,32,Male,Indian,Master's,4,Finance,4,36.0,61.4,86.7,70.3,Yes,Tier 3,15000,Yes,UAE Resident,Intermediate,No,0,Referral,Referred,3.6,2.6,Hired
TLB2786,32,Female,Egyptian,Bachelor's,181,Computer Science,11,94.2,62.8,61.3,84.5,Yes,Tier 3,13300,No,UAE Resident,Intermediate,No,0,LinkedIn,Not Referred,3.2,1.8,Hired
TLB2787,45,Female,American,Bachelor's,276,Finance,7,70.1,65.0,47.3,64.7,Yes,Tier 2,6600,Yes,Citizen,Fluent,No,0,Referral,Referred,2.0,2.8,Rejected
TLB2788,24,Male,British,Master's,73,Business,4,61.0,65.7,69.2,59.7,No,Tier 2,16000,Yes,Citizen,Basic,No,6,LinkedIn,Not Referred,2.7,2.8,Rejected
TLB2789,49,Female,British,Bachelor's,1,Hospitality,9,78.5,76.2,64.5,76.2,No,None,20600,Yes,UAE Resident,Native,No,3,Job Portal,Not Referred,3.8,1.8,Hired
TLB2790,22,Male,Pakistani,Master's,495,Business,5,67.2,53.5,56.8,55.0,No,Tier 2,8100,Yes,Work Visa,Native,No,3,LinkedIn,Not Referred,3.6,2.8,Rejected
TLB2791,32,Female,British,Master's,99,Finance,0,47.8,65.7,59.3,61.7,Yes,Startup,8700,Yes,Visit Visa,Intermediate,Yes,2,Job Portal,Not Referred,3.1,2.4,Hired
TLB2792,22,Male,Egyptian,Master's,38,Finance,10,28.7,81.9,80.9,68.5,No,Tier 3,12100,Yes,Visit Visa,Native,Yes,7,LinkedIn,Not Referred,2.8,3.0,Hired
TLB2793,31,Female,Indian,Bachelor's,613,Finance,4,92.4,93.6,48.7,69.7,Yes,None,11400,No,Citizen,Intermediate,Yes,1,LinkedIn,Not Referred,3.3,3.4,Hired
TLB2794,35,Female,Indian,Master's,469,Computer Science,0,61.7,51.7,45.3,60.3,Yes,Startup,17400,No,Visit Visa,Native,Yes,7,LinkedIn,Not Referred,3.0,2.7,Hired
TLB2795,30,Female,British,Bachelor's,505,Finance,0,55.8,72.0,73.1,58.1,No,Tier 1,13300,No,UAE Resident,Fluent,No,5,Company Website,Not Referred,3.1,3.5,Hired
TLB2796,35,Male,Filipino,Bachelor's,401,Hospitality,8,57.0,65.7,59.0,49.3,Yes,Tier 2,10700,No,Work Visa,Intermediate,No,3,Company Website,Not Referred,3.3,2.9,Rejected
TLB2797,27,Female,Pakistani,Bachelor's,562,Engineering,0,87.0,66.8,87.2,54.0,No,Startup,9300,Yes,UAE Resident,Fluent,No,5,Walk-in,Not Referred,2.7,2.9,Hired
TLB2798,20,Male,Other,Bachelor's,476,Business,9,57.6,58.5,65.0,90.5,No,Tier 2,5100,No,UAE Resident,Intermediate,Yes,7,Referral,Referred,3.8,2.9,Hired
TLB2799,33,Female,Egyptian,Bachelor's,231,Computer Science,5,74.7,77.1,65.7,61.3,Yes,Tier 3,18200,No,Visit Visa,Fluent,No,0,LinkedIn,Not Referred,3.1,2.9,Rejected
TLB2800,30,Female,Indian,Bachelor's,86,Business,7,60.0,76.5,77.2,67.6,No,Tier 2,14800,No,Work Visa,Fluent,Yes,0,Job Portal,Not Referred,3.5,2.0,Hired
TLB2801,27,Female,Pakistani,Bachelor's,43,Hospitality,4,46.2,98.3,45.3,44.1,No,Tier 1,11600,Yes,UAE Resident,Intermediate,No,1,Company Website,Not Referred,3.2,1.6,Hired
TLB2802,27,Male,Filipino,Bachelor's,272,Engineering,6,78.5,52.1,71.4,100.0,No,None,12500,No,Work Visa,Native,No,5,Job Portal,Not Referred,4.3,4.0,Hired
TLB2803,32,Male,Egyptian,Bachelor's,80,Finance,6,81.5,47.0,62.2,52.9,Yes,None,11500,No,UAE Resident,Intermediate,No,4,Referral,Referred,3.6,3.3,Hired
TLB2804,25,Female,Filipino,Bachelor's,140,Hospitality,4,54.8,92.7,80.3,48.5,No,Startup,4100,Yes,UAE Resident,Fluent,Yes,5,Job Portal,Not Referred,3.5,2.7,Hired
TLB2805,32,Male,Pakistani,Master's,269,Finance,1,64.4,67.4,58.6,64.1,Yes,Tier 2,5600,Yes,Work Visa,Fluent,No,3,LinkedIn,Not Referred,3.5,4.0,Hired
TLB2806,37,Male,Egyptian,Bachelor's,579,Finance,6,66.5,62.5,69.3,52.5,Yes,None,11100,Yes,Work Visa,Fluent,No,6,Walk-in,Not Referred,4.7,5.0,Hired
TLB2807,42,Male,Egyptian,High School,1,Finance,0,71.7,70.3,62.3,70.1,Yes,Tier 3,11000,No,Work Visa,Intermediate,No,3,LinkedIn,Not Referred,3.2,1.9,Rejected
TLB2808,38,Female,American,Master's,305,Marketing,8,94.6,51.3,72.4,43.8,No,None,11900,No,UAE Resident,Fluent,Yes,3,Job Portal,Not Referred,3.3,3.1,Hired
TLB2809,30,Male,Emirati,Master's,49,Business,5,60.1,72.5,63.7,80.9,Yes,Tier 1,19600,Yes,Work Visa,Native,Yes,3,LinkedIn,Not Referred,3.3,3.6,Hired
TLB2810,31,Male,Egyptian,Master's,188,Logistics,6,60.0,67.0,70.4,78.2,No,Tier 2,10700,Yes,UAE Resident,Basic,No,1,Job Portal,Not Referred,1.8,1.8,Rejected
TLB2811,27,Male,Pakistani,Master's,485,Other,0,62.4,80.9,89.8,63.3,Yes,Startup,8600,Yes,Citizen,Native,Yes,7,Job Portal,Not Referred,3.3,1.9,Rejected
TLB2812,27,Female,Emirati,PhD,130,Engineering,1,50.9,78.3,63.3,41.8,Yes,None,12200,No,UAE Resident,Intermediate,No,0,Job Portal,Not Referred,3.9,3.9,Hired
TLB2813,35,Female,Egyptian,Bachelor's,247,Other,3,39.2,79.3,72.2,53.6,Yes,Tier 2,5700,Yes,Citizen,Native,No,0,Referral,Referred,3.6,3.1,Hired
TLB2814,28,Male,Egyptian,PhD,328,Other,7,67.0,70.3,96.7,65.9,No,Tier 2,12700,No,UAE Resident,Fluent,Yes,3,Referral,Referred,4.3,2.5,Rejected
TLB2815,32,Male,Pakistani,PhD,440,Engineering,1,72.9,87.3,72.1,48.1,Yes,Tier 3,8700,Yes,UAE Resident,Fluent,Yes,5,Job Portal,Not Referred,3.7,1.8,Hired
TLB2816,24,Male,British,Bachelor's,190,Finance,13,65.0,74.9,35.4,50.3,No,None,13000,Yes,UAE Resident,Native,No,3,Company Website,Not Referred,3.6,3.4,Hired
TLB2817,38,Male,Indian,Master's,552,Finance,4,64.1,61.6,58.3,79.7,Yes,Startup,11200,Yes,Visit Visa,Intermediate,Yes,6,Company Website,Not Referred,3.8,2.0,Hired
TLB2818,28,Female,Indian,Master's,210,Business,1,51.5,58.3,51.4,67.2,No,None,11400,Yes,Citizen,Fluent,No,2,LinkedIn,Not Referred,3.5,2.3,Hired
TLB2819,36,Male,Indian,Master's,396,Computer Science,4,68.8,59.6,79.0,66.7,No,Startup,14800,No,Work Visa,Fluent,Yes,1,Referral,Referred,3.0,2.3,Rejected
TLB2820,25,Female,Pakistani,Master's,262,Engineering,1,67.5,75.1,65.8,72.4,No,None,15300,Yes,UAE Resident,Intermediate,No,5,Referral,Referred,3.1,2.8,Hired
TLB2821,25,Male,Egyptian,Bachelor's,448,Hospitality,0,72.1,52.0,80.8,62.7,No,Tier 3,21100,No,UAE Resident,Intermediate,Yes,1,Company Website,Not Referred,1.5,2.2,Hired
TLB2822,37,Female,American,Bachelor's,705,Business,8,69.9,69.9,75.0,64.2,Yes,Tier 1,15100,No,Work Visa,Fluent,Yes,4,LinkedIn,Not Referred,4.3,2.3,Rejected
TLB2823,26,Male,Egyptian,Master's,244,Hospitality,6,70.9,58.0,74.9,71.4,Yes,Startup,10900,No,UAE Resident,Fluent,Yes,5,Referral,Referred,3.1,3.9,Hired
TLB2824,20,Female,Indian,Master's,296,Finance,6,84.8,53.0,51.1,76.3,Yes,Tier 3,9200,No,Citizen,Native,Yes,0,Job Portal,Not Referred,2.5,3.2,Hired
TLB2825,23,Female,Indian,Master's,213,Finance,9,73.6,54.9,73.6,72.0,No,Tier 3,13600,Yes,UAE Resident,Basic,No,1,Company Website,Not Referred,2.9,3.1,Hired
TLB2826,35,Female,Indian,Master's,182,Business,6,72.2,67.7,84.8,85.4,Yes,Tier 2,18600,No,Visit Visa,Intermediate,Yes,0,Job Portal,Not Referred,4.4,3.4,Hired
TLB2827,34,Male,Egyptian,Master's,160,Engineering,1,38.9,77.2,48.2,65.3,No,Startup,15900,Yes,Visit Visa,Intermediate,Yes,1,LinkedIn,Not Referred,3.3,2.3,Rejected
TLB2828,25,Male,Indian,PhD,296,Business,7,80.8,59.9,62.9,46.1,No,None,8800,No,UAE Resident,Fluent,No,7,Referral,Referred,3.4,3.4,Hired
TLB2829,26,Female,Pakistani,Bachelor's,144,Business,1,60.5,43.1,71.6,80.2,No,Tier 2,14000,No,UAE Resident,Fluent,No,0,Company Website,Not Referred,4.7,3.4,Hired
TLB2830,34,Female,British,PhD,150,Computer Science,3,66.2,100.0,68.3,61.6,Yes,None,13000,No,Citizen,Native,No,5,Referral,Referred,3.8,2.3,Hired
